"ANO_CMPT","MES_CMPT","CNES","Name_CNES","i_taxa_de_cesarea","i_taxa_ocupacao_H","i_taxa_ocupacao_UTI","i_tempo_medio_permanencia_cirurgica","i_tempo_medio_permanencia_clinica","i_tempo_medio_permanencia_hospitalar","i_giro_de_leito","num_dias_perman_hosp","num_motivos_saida_hosp","num_dias_perman_clinica","num_motivos_saida_clinica","num_dias_perman_cirurgica","num_motivos_saida_cirurgica","num_partos_cesareos","num_partos_total","N_dias_em_UTI","N_CIRURGIAS_APRE","N_Internacoes_H","N_leitos_UTI","N_leitos_hosp_sem_leitos_hosp_dia"
"2020","01","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",63.7254901960784,0.754120879120879,0.594117647058824,5.00720720720721,8.01809954751131,6.68968318440292,3.38186813186813,8235,1231,5316,663,2779,555,130,204,606,1589,1272,34,364
"2020","01","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",46.1538461538462,0.804040404040404,0.953333333333333,10.6347826086957,12.5318181818182,11.8805970149254,2.03030303030303,3980,335,2757,220,1223,115,30,65,429,199,386,15,165
"2020","01","2295415","HU Gaffree e Guinle (HUGG-Unirio)",40.2777777777778,0.366369047619048,0.395238095238095,4.27799227799228,7.85882352941176,5.50782997762864,1.99553571428571,2462,447,1336,170,1108,259,29,72,166,319,476,14,224
"2020","01","2332981","HU João de Barros Barreto (HUJBB-UFPA)",NA,0.241983852364475,0.596666666666667,7.83132530120482,15.7391304347826,11.9885714285714,0.605536332179931,2098,175,1448,92,650,83,0,0,179,136,195,10,289
"2020","01","2338424","HC da Universidade Federal de Goiás (HC-UFG)",66.6666666666667,0.863376251788269,0.84,5.4390243902439,7.21374045801527,6.43390191897655,4.02575107296137,6035,938,3780,524,2230,410,42,63,630,768,965,25,233
"2020","01","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",45.2380952380952,0.322944444444444,0.666091954022988,3.97359154929577,6.37923728813559,5.28935395814377,1.83166666666667,5813,1099,3011,472,2257,568,57,126,1159,912,1279,58,600
"2020","01","2400243","HU Lauro Wanderley (HULW-UFPB)",58.695652173913,0.644250363901019,0.40952380952381,3.38338658146965,9.86135693215339,6.75725190839695,2.86026200873362,4426,655,3343,339,1059,313,81,138,516,493,734,42,229
"2020","01","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",54.0983606557377,1.00260416666667,1.07820512820513,3.64556962025316,7.93529411764706,5.86890243902439,5.125,3850,656,2698,340,1152,316,165,305,841,358,718,26,128
"2020","01","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",61.1825192802057,0.746587926509186,0.833333333333333,3.92307692307692,6.72147651006711,5.55024390243902,4.03543307086614,5689,1025,4006,596,1683,429,238,389,700,480,1060,28,254
"2020","01","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",NA,0.318888888888889,NA,2.23809523809524,3.5609756097561,2.75961538461538,3.46666666666667,287,104,146,41,141,63,0,0,0,81,104,NA,30
"2020","01","2561492","HU Walter Cantídio (HUWC-UFC)",NA,0.788663282571912,0.86,4.42723004694836,13.955,9.37826961770624,2.52284263959391,4661,497,2791,200,943,213,0,0,387,397,701,15,197
"2020","01","2640244","Maternidade Victor F. do Amaral (MVFA-UFPR)",28.5714285714286,0.233333333333333,NA,1.88888888888889,2.57657657657658,2.37820512820513,2.94339622641509,371,156,286,111,85,45,30,105,0,45,156,NA,53
"2020","01","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",NA,0.802978723404255,0.8125,4.13573407202216,10.3808219178082,7.55807743658211,3.18723404255319,5661,749,3789,365,1493,361,0,0,585,490,819,24,235
"2020","01","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",38.1578947368421,0.797988505747126,0.892592592592593,5.17307692307692,9.65686274509804,7.71388888888889,3.10344827586207,2777,360,1970,204,807,156,29,76,482,180,360,18,116
"2020","01","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",NA,0.722020202020202,0.840350877192982,3.33823529411765,13.4558139534884,8.50952380952381,2.54545454545455,3574,420,2893,215,681,204,0,0,479,320,454,19,165
"2020","01","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",NA,0.228571428571429,NA,1.28,NA,1.24137931034483,5.52380952380952,144,116,0,0,128,100,0,0,0,121,116,NA,21
"2020","01","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",44.5205479452055,0.513643410852713,0.973076923076923,2.22790697674419,7.53457446808511,5.59628378378378,2.75348837209302,3313,592,2833,376,479,215,65,146,759,219,597,26,215
"2020","01","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",56.9620253164557,0.81719298245614,0.6,3.01707317073171,7.01244813278008,5.21029082774049,4.70526315789474,4658,894,3380,482,1237,410,180,316,630,464,917,35,190
"2020","01","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",51.6014234875445,0.702678571428571,0.676969696969697,5.07681940700809,9.46842105263158,7.07415730337079,2.97991071428571,9444,1335,5397,570,3767,742,145,281,1117,838,1390,55,448
"2020","01","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",45.2054794520548,0.774647887323944,0.439393939393939,4.51204819277108,5.23575638506876,4.89130434782609,4.75117370892019,4950,1012,2665,509,2247,498,99,219,290,723,1052,22,213
"2020","01","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",NA,0.8453125,0.68,8.35580524344569,15.1609195402299,11.0408163265306,2.296875,4869,441,2638,174,2231,267,0,0,306,450,511,15,192
"2020","01","3654826","Hospital de Doenças Tropicais (HDT-UFT)",NA,0.584027777777778,NA,NA,6.18382352941176,6.18382352941176,2.83333333333333,841,136,841,136,0,0,0,0,0,0,136,NA,48
"2020","01","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",49.789029535865,0.502645502645503,0,2.59210526315789,3.39024390243902,3.00632911392405,5.01587301587302,950,316,556,164,394,152,118,237,0,158,318,5,63
"2020","01","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",62.8205128205128,0.894993412384717,0.961904761904762,4.74605954465849,8.76939655172414,6.4449715370019,4.16600790513834,6793,1054,4069,464,2710,571,49,78,808,689,1124,28,253
"2020","01","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",NA,0.508,NA,NA,4.45614035087719,4.45614035087719,3.42,762,171,762,171,0,0,0,0,0,0,171,NA,50
"2020","01","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",NA,0.88,0.812698412698413,5.75659824046921,6.88275862068966,6.27575277337559,4.20666666666667,3960,631,1996,290,1963,341,0,0,512,597,685,21,150
"2020","01","6568343","Hospital Universitário de Lagarto (HUL-UFS)",NA,0.822649572649573,0.563333333333333,4.17204301075269,6.51271186440678,5.85106382978723,4.21794871794872,1925,329,1537,236,388,93,0,0,169,95,339,10,78
"2020","02","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",60.9375,0.503047619047619,0.395,3.58351893095768,7.22606924643584,5.52510460251046,2.73142857142857,5282,956,3548,491,1609,449,78,128,237,756,1192,20,350
"2020","02","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",NA,0.570689655172414,0.406666666666667,2.61061946902655,9.76223776223776,5.38211382113821,3.18103448275862,1986,369,1396,143,590,226,0,0,61,284,373,5,116
"2020","02","0003816","HU Professor Edgard Santos (Hupes-UFBA)",NA,0.426811594202899,0.308333333333333,4.89285714285714,17.030303030303,10.741641337386,1.19202898550725,3534,329,2810,165,685,140,0,0,259,215,412,28,276
"2020","02","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",50,0.576262626262626,0.756666666666667,3.26470588235294,15.0655737704918,8.84496124031008,1.95454545454545,1141,129,919,61,222,68,35,70,227,72,158,10,66
"2020","02","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",46.8965517241379,0.723785594639866,0.578888888888889,5.92926045016077,7.86349206349206,6.90255591054313,3.14572864321608,4321,626,2477,315,1844,311,68,145,521,379,680,30,199
"2020","02","0010510","HU da Universidade de Brasília (HUB-UnB)",45.9143968871595,0.636731391585761,0.23448275862069,2.78476821192053,9.80322580645161,6.28594249201278,3.03883495145631,3935,626,3039,310,841,302,118,257,204,630,753,29,206
"2020","02","0012505","HU Antônio Pedro (HUAP-UFF)",65.8536585365854,0.703418803418803,0.737254901960784,6.75336322869955,8.83464566929134,8.01623376623377,2.63247863247863,4938,616,3366,381,1506,223,27,41,752,284,635,34,234
"2020","02","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",46.4,0.908352490421456,0.657805907172996,4.41620626151013,9.23561346362649,7.40412242348532,3.68045977011494,11854,1601,8506,921,2398,543,58,125,1559,795,1849,79,435
"2020","02","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",61.1570247933884,0.560215053763441,0.394074074074074,4.07287449392713,10.3267973856209,7.49640287769784,2.24193548387097,4168,556,3160,306,1006,247,74,121,532,314,629,45,248
"2020","02","2017644","HU Getúlio Vargas (HUGV-UFAM)",NA,0.328511530398323,0.455555555555556,4.16410256410256,8.20652173913044,5.45993031358885,1.80503144654088,1567,287,755,92,812,195,0,0,164,232,313,12,159
"2020","02","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",62.2489959839357,0.823517786561265,0.492647058823529,4.77050610820244,7.91599539700806,6.11594911937378,4.0395256916996,12501,2044,6879,869,5467,1146,155,249,1005,2593,2193,68,506
"2020","02","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",45.0819672131148,0.790427927927928,0.704166666666667,6.61682242990654,7.86238532110092,7.16956077630235,3.30743243243243,7019,979,3428,436,3540,535,55,122,845,739,1026,40,296
"2020","02","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",NA,0.571046228710462,0.888888888888889,4.83243243243243,11.4094488188976,7.5224358974359,2.27737226277372,2347,312,1449,127,894,185,0,0,240,400,376,9,137
"2020","02","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",57.5916230366492,0.926648351648352,0.635294117647059,5.95147313691508,10.0781010719755,8.16048387096774,3.40659340659341,10119,1240,6581,653,3434,577,110,191,648,2070,1306,34,364
"2020","02","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",51.1363636363636,0.83010101010101,1.07333333333333,8.67785234899329,11.1075697211155,10.2213930348259,2.43636363636364,4109,402,2788,251,1293,149,45,88,483,230,463,15,165
"2020","02","2295415","HU Gaffree e Guinle (HUGG-Unirio)",44.4444444444444,0.316071428571429,0.630952380952381,3.65425531914894,15.6483516483516,7.17567567567568,1.32142857142857,2124,296,1424,91,687,188,16,36,265,224,325,14,224
"2020","02","2332981","HU João de Barros Barreto (HUJBB-UFPA)",NA,0.405651672433679,0.63,8.24576271186441,16.96,13.1231343283582,0.927335640138408,3517,268,2544,150,973,118,0,0,189,170,308,10,289
"2020","02","2338424","HC da Universidade Federal de Goiás (HC-UFG)",71.4285714285714,0.699570815450644,0.794666666666667,6.14933333333333,6.1747572815534,6.19771863117871,3.3862660944206,4890,789,2544,412,2306,375,30,42,596,808,812,25,233
"2020","02","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",50.6666666666667,0.313222222222222,0.611494252873563,3.6173285198556,6.33081285444234,5.05650224215247,1.85833333333333,5638,1115,3349,529,2004,554,38,75,1064,878,1280,58,600
"2020","02","2400243","HU Lauro Wanderley (HULW-UFPB)",53.3653846153846,0.528238719068413,0.338888888888889,4.29530201342282,6.93051359516616,5.7059748427673,2.77729257641921,3629,636,2294,331,1280,298,111,208,427,452,688,42,229
"2020","02","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",61.2,0.777864583333333,0.373076923076923,3.40344827586207,7.27272727272727,5.28672566371681,4.4140625,2987,565,2000,275,987,290,153,250,291,324,613,26,128
"2020","02","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",61.5625,0.614435695538058,0.832142857142857,3.79527559055118,6.55060728744939,5.35085714285714,3.44488188976378,4682,875,3236,494,1446,381,197,320,699,435,902,28,254
"2020","02","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",NA,0.298888888888889,NA,2.09333333333333,3.29411764705882,2.46788990825688,3.63333333333333,269,109,112,34,157,75,0,0,0,91,109,NA,30
"2020","02","2561492","HU Walter Cantídio (HUWC-UFC)",NA,0.578510998307953,0.804444444444444,3.85714285714286,15.2661870503597,9.02110817941952,1.9238578680203,3419,379,2122,139,729,189,0,0,362,309,508,15,197
"2020","02","2640244","Maternidade Victor F. do Amaral (MVFA-UFPR)",28.5714285714286,0.229559748427673,NA,1.48780487804878,2.49180327868852,2.23926380368098,3.07547169811321,365,163,304,122,61,41,22,77,0,41,163,NA,53
"2020","02","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",NA,0.593758865248227,0.65,4.32793522267206,13.4292237442922,8.61316872427984,2.06808510638298,4186,486,2941,219,1069,247,0,0,468,332,530,24,235
"2020","02","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",35,0.88448275862069,1.03518518518519,6.17924528301887,8.14746543778802,7.17482517482518,3.69827586206897,3078,429,1768,217,1310,212,35,100,559,252,458,18,116
"2020","02","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",NA,0.504646464646465,0.517543859649123,3.21232876712329,11.5170454545455,7.73374613003096,1.95757575757576,2498,323,2027,176,469,146,0,0,295,227,354,19,165
"2020","02","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",NA,0.234920634920635,NA,1.31067961165049,NA,1.26495726495726,5.57142857142857,148,117,0,0,135,103,0,0,0,117,117,NA,21
"2020","02","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",53.75,0.381705426356589,0.441025641025641,4.54744525547445,9.00490196078431,7.19883040935673,1.5906976744186,2462,342,1837,204,623,137,43,80,344,137,345,26,215
"2020","02","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",54.0625,0.837543859649123,0.86,4.09433962264151,7.67857142857143,6.02777777777778,4.16842105263158,4774,792,3225,420,1519,371,173,320,903,423,826,35,190
"2020","02","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",51.1029411764706,0.731696428571429,0.884848484848485,5.67091836734694,9.74296435272045,7.30609212481426,3.00446428571429,9834,1346,5193,533,4446,784,139,272,1460,863,1417,55,448
"2020","02","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",37.3873873873874,0.834741784037559,0.786363636363636,5.61497326203209,5.02839116719243,5.27075098814229,4.75117370892019,5334,1012,3188,634,2100,374,83,222,519,565,1088,22,213
"2020","02","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",NA,0.906423611111111,0.935555555555556,9.76494023904382,14.1326530612245,11.6800894854586,2.328125,5221,447,2770,196,2451,251,0,0,421,472,496,15,192
"2020","02","3654826","Hospital de Doenças Tropicais (HDT-UFT)",NA,0.395833333333333,NA,NA,6.06382978723404,6.06382978723404,1.95833333333333,570,94,570,94,0,0,0,0,0,0,96,NA,48
"2020","02","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",46.1187214611872,0.752910052910053,0,2.25443786982249,4.80184331797235,3.68652849740933,6.12698412698413,1423,386,1042,217,381,169,101,219,0,172,393,5,63
"2020","02","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",68.8888888888889,0.606587615283267,0.66547619047619,4.52427184466019,9.64084507042254,6.47538677918425,2.8102766798419,4604,711,2738,284,1864,412,31,45,559,516,788,28,253
"2020","02","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",NA,0.598666666666667,NA,NA,5.22093023255814,5.22093023255814,3.44,898,172,898,172,0,0,0,0,0,0,172,NA,50
"2020","02","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",NA,0.815333333333333,0.336507936507937,11.0909090909091,5.61187214611872,8.35763097949886,2.92666666666667,3669,439,1229,219,2440,220,0,0,212,473,464,21,150
"2020","02","6568343","Hospital Universitário de Lagarto (HUL-UFS)",NA,0.915384615384615,0.126666666666667,3.51764705882353,8.37727272727273,7.02295081967213,3.91025641025641,2142,305,1843,220,299,85,0,0,38,88,314,10,78
"2020","03","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",57.4803149606299,0.45570652173913,0.432456140350877,3.68509615384615,7.2436974789916,5.58379578246393,2.44836956521739,5031,901,3448,476,1533,416,73,127,493,604,1057,38,368
"2020","03","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",NA,0.436666666666667,0.208771929824561,2.55681818181818,8.35333333333333,5.2239263803681,2.50769230769231,1703,326,1253,150,450,176,0,0,119,234,333,19,130
"2020","03","0003816","HU Professor Edgard Santos (Hupes-UFBA)",NA,0.589492753623188,0.471428571428571,4.13227513227513,13.9017543859649,9.72310756972112,1.81884057971015,4881,502,3962,285,781,189,0,0,396,274,612,28,276
"2020","03","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",66.0714285714286,0.765656565656566,0.933333333333333,8.80952380952381,13.3472222222222,11.2296296296296,2.04545454545455,1516,135,961,72,555,63,37,56,280,69,163,10,66
"2020","03","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",43.8423645320197,1.07554438860972,0.886666666666667,5.65842696629213,8.2823779193206,7.00218102508179,4.60804020100502,6421,917,3901,471,2518,445,89,203,798,526,937,30,199
"2020","03","0010510","HU da Universidade de Brasília (HUB-UnB)",40.7407407407407,0.692556634304207,0.397701149425287,3.01754385964912,7.13868613138686,5.45222929936306,3.81067961165049,4280,785,2934,411,1032,342,33,81,346,838,837,29,206
"2020","03","0012505","HU Antônio Pedro (HUAP-UFF)",75,0.468091168091168,0.379411764705882,8.06211180124224,7.90283400809717,7.95641646489104,1.76495726495726,3286,413,1952,247,1298,161,21,28,387,215,428,34,234
"2020","03","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",41.40625,0.945900383141763,0.850632911392405,4.57432432432432,10.3129411764706,7.89763275751759,3.59310344827586,12344,1563,8766,850,2708,592,53,128,2016,820,1824,79,435
"2020","03","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",64.5569620253165,0.577034120734908,0.297385620915033,3.74662162162162,11.6170212765957,7.51623931623932,2.30314960629921,4397,585,3276,282,1109,296,102,158,455,432,718,51,254
"2020","03","2017644","HU Getúlio Vargas (HUGV-UFAM)",NA,0.294339622641509,0.294444444444444,3.45614035087719,6.55913978494624,4.36024844720497,2.0251572327044,1404,322,610,93,788,228,0,0,106,283,343,12,159
"2020","03","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",63.6363636363636,0.846113306982872,0.708823529411765,6.31525851197982,9.50807453416149,7.98259788688627,3.1798418972332,12844,1609,7654,805,5008,793,147,231,1446,1874,1791,68,506
"2020","03","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",44.2622950819672,0.616103603603604,0.715833333333333,6.56378600823045,8.9349593495935,7.40324763193505,2.49662162162162,5471,739,2198,246,3190,486,54,122,859,662,782,40,296
"2020","03","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",NA,0.631386861313869,0.214814814814815,5.40287769784173,10.0290697674419,8.16037735849057,2.32116788321168,2595,318,1725,172,751,139,0,0,58,318,347,9,137
"2020","03","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",59.6837944664032,1.04791666666667,0.845061728395062,6.93199381761978,9.16483516483516,8.18995929443691,3.83854166666667,12072,1474,7506,819,4485,647,151,253,1369,2744,1545,54,384
"2020","03","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",58.3333333333333,0.787254901960784,0.771666666666667,9.6530612244898,11.3231441048035,10.6498673740053,2.21764705882353,4015,377,2593,229,1419,147,42,72,463,205,436,20,170
"2020","03","2295415","HU Gaffree e Guinle (HUGG-Unirio)",43.9024390243902,0.270222222222222,0.366666666666667,4.23703703703704,17.7536231884058,7.86206896551724,1.03111111111111,1824,232,1225,69,572,135,18,41,154,183,257,14,225
"2020","03","2332981","HU João de Barros Barreto (HUJBB-UFPA)",NA,0.314302191464821,0.666666666666667,15.16,22.1011235955056,19.6043165467626,0.480968858131488,2725,139,1967,89,758,50,0,0,200,103,169,10,289
"2020","03","2338424","HC da Universidade Federal de Goiás (HC-UFG)",74.468085106383,0.721156211562116,0.283597883597884,5.98473282442748,7.72134831460674,6.95492289442467,3.11070110701107,5863,843,3436,445,2352,393,35,47,536,758,872,63,271
"2020","03","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",50,0.234534534534535,0.233333333333333,3.65681818181818,6.70422535211268,5.22991071428571,1.34534534534535,4686,896,2856,426,1609,440,58,116,868,665,1032,124,666
"2020","03","2400243","HU Lauro Wanderley (HULW-UFPB)",58.1395348837209,0.4745269286754,0.321428571428571,4.58767772511848,8.92549019607843,6.95095948827292,2.04803493449782,3260,469,2276,255,968,211,75,129,405,551,522,42,229
"2020","03","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",56.4102564102564,0.8234375,0.716666666666667,3.83916083916084,7.50545454545455,5.63636363636364,4.3828125,3162,561,2064,275,1098,286,154,273,559,317,613,26,128
"2020","03","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",64.0625,0.660892388451444,0.767857142857143,3.87407407407407,6.45623836126629,5.34607218683652,3.70866141732283,5036,942,3467,537,1569,405,246,384,645,468,964,28,254
"2020","03","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",NA,0.51,NA,2.23333333333333,4.64285714285714,3.53076923076923,4.33333333333333,459,130,325,70,134,60,0,0,0,63,131,NA,30
"2020","03","2561492","HU Walter Cantídio (HUWC-UFC)",NA,0.605922165820643,0.568888888888889,4.22272727272727,11.0112359550562,7.73434125269978,2.3502538071066,3581,463,1960,178,929,220,0,0,256,358,578,15,197
"2020","03","2640244","Maternidade Victor F. do Amaral (MVFA-UFPR)",32.9268292682927,0.210062893081761,NA,1.68085106382979,2.62886597938144,2.31944444444444,2.71698113207547,334,144,255,97,79,47,27,82,0,47,144,NA,53
"2020","03","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",NA,0.726099290780142,0.616666666666667,4.21808510638298,10.4715189873418,7.25070821529745,3.00425531914894,5119,706,3309,316,1586,376,0,0,444,481,758,24,235
"2020","03","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",76.7123287671233,0.45479797979798,0.188235294117647,4.51351351351351,9.28846153846154,6.2318339100346,2.18939393939394,1801,289,966,104,835,185,56,73,192,208,298,34,132
"2020","03","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",NA,0.554545454545455,0.615789473684211,3.20245398773006,11.7619047619048,7.79829545454545,2.13333333333333,2745,352,2223,189,522,163,0,0,351,248,380,19,165
"2020","03","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",NA,0.0587301587301587,NA,1,NA,1,1.76190476190476,37,37,0,0,34,34,0,0,0,39,37,NA,21
"2020","03","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",46.4912280701754,0.490232558139535,0.744871794871795,3.62406015037594,7.99272727272727,5.84473197781885,2.51627906976744,3162,541,2198,275,964,266,53,114,581,285,556,26,215
"2020","03","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",56.3265306122449,0.786372007366482,0.722857142857143,3.08591065292096,7.66363636363636,5.84131326949384,4.03867403314917,4270,731,3372,440,898,291,138,245,759,329,747,35,181
"2020","03","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",47.5,0.596696035242291,0.598787878787879,5.8312101910828,8.54752066115702,7.1729920564872,2.49559471365639,8127,1133,4137,484,3662,628,133,280,988,694,1192,55,454
"2020","03","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",41.0891089108911,0.786071987480438,0.595454545454545,6.25142857142857,5.38387715930902,5.72748004561003,4.11737089201878,5023,877,2805,521,2188,350,83,202,393,540,925,22,213
"2020","03","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",NA,0.91658615136876,0.4,8.64685314685315,12.468992248062,10.4440366972477,2.63285024154589,5692,545,3217,258,2473,286,0,0,360,502,610,30,207
