"ANO_CMPT","MES_CMPT","CNES","Name_CNES","Indicador","Nome_Indicador"
"2020","03","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","0","Número de Cirurgias Apresentadas"
"2020","03","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","423","Número de Cirurgias Apresentadas"
"2020","03","6568343","Hospital Universitário de Lagarto (HUL-UFS)","101","Número de Cirurgias Apresentadas"
"2020","04","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","339","Número de Cirurgias Apresentadas"
"2020","04","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","211","Número de Cirurgias Apresentadas"
"2020","04","0003816","HU Professor Edgard Santos (Hupes-UFBA)","334","Número de Cirurgias Apresentadas"
"2020","04","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","66","Número de Cirurgias Apresentadas"
"2020","04","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","594","Número de Cirurgias Apresentadas"
"2020","04","0010510","HU da Universidade de Brasília (HUB-UnB)","622","Número de Cirurgias Apresentadas"
"2020","04","0012505","HU Antônio Pedro (HUAP-UFF)","143","Número de Cirurgias Apresentadas"
"2020","04","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","700","Número de Cirurgias Apresentadas"
"2020","04","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","253","Número de Cirurgias Apresentadas"
"2020","04","2017644","HU Getúlio Vargas (HUGV-UFAM)","255","Número de Cirurgias Apresentadas"
"2020","04","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1980","Número de Cirurgias Apresentadas"
"2020","04","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","312","Número de Cirurgias Apresentadas"
"2020","04","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","312","Número de Cirurgias Apresentadas"
"2020","04","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","2462","Número de Cirurgias Apresentadas"
"2020","04","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","190","Número de Cirurgias Apresentadas"
"2020","04","2295415","HU Gaffree e Guinle (HUGG-Unirio)","374","Número de Cirurgias Apresentadas"
"2020","04","2332981","HU João de Barros Barreto (HUJBB-UFPA)","247","Número de Cirurgias Apresentadas"
"2020","04","2338424","HC da Universidade Federal de Goiás (HC-UFG)","459","Número de Cirurgias Apresentadas"
"2020","04","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","632","Número de Cirurgias Apresentadas"
"2020","04","2400243","HU Lauro Wanderley (HULW-UFPB)","250","Número de Cirurgias Apresentadas"
"2020","04","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","231","Número de Cirurgias Apresentadas"
"2020","04","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","522","Número de Cirurgias Apresentadas"
"2020","04","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","1","Número de Cirurgias Apresentadas"
"2020","04","2561492","HU Walter Cantídio (HUWC-UFC)","269","Número de Cirurgias Apresentadas"
"2020","04","2640244","Maternidade Victor F. do Amaral (MVFA-UFPR)","20","Número de Cirurgias Apresentadas"
"2020","04","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","397","Número de Cirurgias Apresentadas"
"2020","04","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","119","Número de Cirurgias Apresentadas"
"2020","04","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","120","Número de Cirurgias Apresentadas"
"2020","04","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","116","Número de Cirurgias Apresentadas"
"2020","04","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","202","Número de Cirurgias Apresentadas"
"2020","04","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","412","Número de Cirurgias Apresentadas"
"2020","04","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","476","Número de Cirurgias Apresentadas"
"2020","04","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","356","Número de Cirurgias Apresentadas"
"2020","04","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","436","Número de Cirurgias Apresentadas"
"2020","04","3654826","Hospital de Doenças Tropicais (HDT-UFT)","0","Número de Cirurgias Apresentadas"
"2020","04","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","232","Número de Cirurgias Apresentadas"
"2020","04","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","400","Número de Cirurgias Apresentadas"
"2020","04","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","0","Número de Cirurgias Apresentadas"
"2020","04","6568343","Hospital Universitário de Lagarto (HUL-UFS)","205","Número de Cirurgias Apresentadas"
"2020","05","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","336","Número de Cirurgias Apresentadas"
"2020","05","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","124","Número de Cirurgias Apresentadas"
"2020","05","0003816","HU Professor Edgard Santos (Hupes-UFBA)","268","Número de Cirurgias Apresentadas"
"2020","05","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","64","Número de Cirurgias Apresentadas"
"2020","05","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","453","Número de Cirurgias Apresentadas"
"2020","05","0010510","HU da Universidade de Brasília (HUB-UnB)","850","Número de Cirurgias Apresentadas"
"2020","05","0012505","HU Antônio Pedro (HUAP-UFF)","148","Número de Cirurgias Apresentadas"
"2020","05","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","639","Número de Cirurgias Apresentadas"
"2020","05","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","171","Número de Cirurgias Apresentadas"
"2020","05","2017644","HU Getúlio Vargas (HUGV-UFAM)","263","Número de Cirurgias Apresentadas"
"2020","05","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","1941","Número de Cirurgias Apresentadas"
"2020","05","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","567","Número de Cirurgias Apresentadas"
"2020","05","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","250","Número de Cirurgias Apresentadas"
"2020","05","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1900","Número de Cirurgias Apresentadas"
"2020","05","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","130","Número de Cirurgias Apresentadas"
"2020","05","2295415","HU Gaffree e Guinle (HUGG-Unirio)","242","Número de Cirurgias Apresentadas"
"2020","05","2332981","HU João de Barros Barreto (HUJBB-UFPA)","97","Número de Cirurgias Apresentadas"
"2020","05","2338424","HC da Universidade Federal de Goiás (HC-UFG)","274","Número de Cirurgias Apresentadas"
"2020","05","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","778","Número de Cirurgias Apresentadas"
"2020","05","2400243","HU Lauro Wanderley (HULW-UFPB)","307","Número de Cirurgias Apresentadas"
"2020","05","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","294","Número de Cirurgias Apresentadas"
"2020","05","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","410","Número de Cirurgias Apresentadas"
"2020","05","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","0","Número de Cirurgias Apresentadas"
"2020","05","2561492","HU Walter Cantídio (HUWC-UFC)","129","Número de Cirurgias Apresentadas"
"2020","05","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","408","Número de Cirurgias Apresentadas"
"2020","05","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","97","Número de Cirurgias Apresentadas"
"2020","05","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","242","Número de Cirurgias Apresentadas"
"2020","05","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","149","Número de Cirurgias Apresentadas"
"2020","05","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","322","Número de Cirurgias Apresentadas"
"2020","05","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","277","Número de Cirurgias Apresentadas"
"2020","05","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","406","Número de Cirurgias Apresentadas"
"2020","05","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","558","Número de Cirurgias Apresentadas"
"2020","05","3654826","Hospital de Doenças Tropicais (HDT-UFT)","0","Número de Cirurgias Apresentadas"
"2020","05","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","141","Número de Cirurgias Apresentadas"
"2020","05","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","418","Número de Cirurgias Apresentadas"
"2020","05","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","0","Número de Cirurgias Apresentadas"
"2020","05","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","1439","Número de Cirurgias Apresentadas"
"2020","05","6568343","Hospital Universitário de Lagarto (HUL-UFS)","181","Número de Cirurgias Apresentadas"
"2020","06","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","302","Número de Cirurgias Apresentadas"
"2020","06","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","30","Número de Cirurgias Apresentadas"
"2020","06","0003816","HU Professor Edgard Santos (Hupes-UFBA)","317","Número de Cirurgias Apresentadas"
"2020","06","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","67","Número de Cirurgias Apresentadas"
"2020","06","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","501","Número de Cirurgias Apresentadas"
"2020","06","0010510","HU da Universidade de Brasília (HUB-UnB)","1016","Número de Cirurgias Apresentadas"
"2020","06","0012505","HU Antônio Pedro (HUAP-UFF)","190","Número de Cirurgias Apresentadas"
"2020","06","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","561","Número de Cirurgias Apresentadas"
"2020","06","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","204","Número de Cirurgias Apresentadas"
"2020","06","2017644","HU Getúlio Vargas (HUGV-UFAM)","189","Número de Cirurgias Apresentadas"
"2020","06","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","2059","Número de Cirurgias Apresentadas"
"2020","06","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","527","Número de Cirurgias Apresentadas"
"2020","06","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","223","Número de Cirurgias Apresentadas"
"2020","06","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1454","Número de Cirurgias Apresentadas"
"2020","06","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","146","Número de Cirurgias Apresentadas"
"2020","06","2295415","HU Gaffree e Guinle (HUGG-Unirio)","243","Número de Cirurgias Apresentadas"
"2020","06","2332981","HU João de Barros Barreto (HUJBB-UFPA)","77","Número de Cirurgias Apresentadas"
"2020","06","2338424","HC da Universidade Federal de Goiás (HC-UFG)","279","Número de Cirurgias Apresentadas"
"2020","06","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)","696","Número de Cirurgias Apresentadas"
"2020","06","2400243","HU Lauro Wanderley (HULW-UFPB)","395","Número de Cirurgias Apresentadas"
"2020","06","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)","366","Número de Cirurgias Apresentadas"
"2020","06","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)","392","Número de Cirurgias Apresentadas"
"2020","06","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)","0","Número de Cirurgias Apresentadas"
"2020","06","2561492","HU Walter Cantídio (HUWC-UFC)","102","Número de Cirurgias Apresentadas"
"2020","06","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)","336","Número de Cirurgias Apresentadas"
"2020","06","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)","73","Número de Cirurgias Apresentadas"
"2020","06","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)","279","Número de Cirurgias Apresentadas"
"2020","06","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)","16","Número de Cirurgias Apresentadas"
"2020","06","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)","262","Número de Cirurgias Apresentadas"
"2020","06","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)","276","Número de Cirurgias Apresentadas"
"2020","06","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)","106","Número de Cirurgias Apresentadas"
"2020","06","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)","501","Número de Cirurgias Apresentadas"
"2020","06","3285391","HU da Universidade Federal do Piauí (HU-UFPI)","456","Número de Cirurgias Apresentadas"
"2020","06","3654826","Hospital de Doenças Tropicais (HDT-UFT)","0","Número de Cirurgias Apresentadas"
"2020","06","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)","147","Número de Cirurgias Apresentadas"
"2020","06","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)","282","Número de Cirurgias Apresentadas"
"2020","06","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)","0","Número de Cirurgias Apresentadas"
"2020","06","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)","678","Número de Cirurgias Apresentadas"
"2020","06","6568343","Hospital Universitário de Lagarto (HUL-UFS)","97","Número de Cirurgias Apresentadas"
"2020","07","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)","244","Número de Cirurgias Apresentadas"
"2020","07","0002534","HU da Universidade Federal de Sergipe (HU-UFS)","14","Número de Cirurgias Apresentadas"
"2020","07","0003816","HU Professor Edgard Santos (Hupes-UFBA)","283","Número de Cirurgias Apresentadas"
"2020","07","0004731","Maternidade Climério de Oliveira (MCO-UFBA)","113","Número de Cirurgias Apresentadas"
"2020","07","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)","398","Número de Cirurgias Apresentadas"
"2020","07","0010510","HU da Universidade de Brasília (HUB-UnB)","955","Número de Cirurgias Apresentadas"
"2020","07","0012505","HU Antônio Pedro (HUAP-UFF)","143","Número de Cirurgias Apresentadas"
"2020","07","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)","518","Número de Cirurgias Apresentadas"
"2020","07","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)","272","Número de Cirurgias Apresentadas"
"2020","07","2017644","HU Getúlio Vargas (HUGV-UFAM)","168","Número de Cirurgias Apresentadas"
"2020","07","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)","2231","Número de Cirurgias Apresentadas"
"2020","07","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)","399","Número de Cirurgias Apresentadas"
"2020","07","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)","276","Número de Cirurgias Apresentadas"
"2020","07","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)","1574","Número de Cirurgias Apresentadas"
"2020","07","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)","142","Número de Cirurgias Apresentadas"
