"ANO_CMPT","MES_CMPT","CNES","Indicador","Nome_Indicador","Nome_CNES"
"2021","01","2338424","267.0000","Numero de Cirurgias Apresentadas"," HC da Universidade Federal de Goiás (HC-UFG)"
"2021","01","2384299","784.0000","Numero de Cirurgias Apresentadas"," Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)"
"2021","01","2400243","411.0000","Numero de Cirurgias Apresentadas"," HU Lauro Wanderley (HULW-UFPB)"
"2021","01","2409208","323.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Januário Cicco (Mejc-UFRN)"
"2021","01","2481286","419.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Assis Chateaubriand (Meac-UFC)"
"2021","01","2504502","43.0000","Numero de Cirurgias Apresentadas"," HU Júlio Maria Bandeira de Mello (HUJB-UFCG)"
"2021","01","2561492","225.0000","Numero de Cirurgias Apresentadas"," HU Walter Cantídio (HUWC-UFC)"
"2021","01","2653982","351.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Onofre Lopes (Huol-UFRN)"
"2021","01","2655411","159.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Júlio Müller (HUJM-UFMT)"
"2021","01","2676060","207.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Alcides Carneiro (HUAC-UFCG)"
"2021","01","2694751","69.0000","Numero de Cirurgias Apresentadas"," HU Bettina Ferro de Souza (HUBFS-UFPA)"
"2021","01","2707675","217.0000","Numero de Cirurgias Apresentadas"," HU Dr. Miguel Riet Correa Junior (HU-Furg)"
"2021","01","2710935","196.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal da Grande Dourados (HU-UFGD)"
"2021","01","2726653","771.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Maranhäo (HU-UFMA)"
"2021","01","3157245","210.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Catarina (HU-UFSC)"
"2021","01","3285391","492.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Piauí (HU-UFPI)"
"2021","01","4014111","174.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Ana Bezerra (Huab-UFRN)"
"2021","01","4044916","456.0000","Numero de Cirurgias Apresentadas"," HU Cassiano Antônio Moraes (Hucam-UFES)"
"2021","01","6042414","628.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Fed. Vale do S. Francisco (HU-Univasf)"
"2021","01","6568343","429.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário de Lagarto (HUL-UFS)"
"2021","02","0000396","577.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Pernambuco (HC-UFPE)"
"2021","02","0002534","245.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal de Sergipe (HU-UFS)"
"2021","02","0003816","208.0000","Numero de Cirurgias Apresentadas"," HU Professor Edgard Santos (Hupes-UFBA)"
"2021","02","0004731","48.0000","Numero de Cirurgias Apresentadas"," Maternidade Climério de Oliveira (MCO-UFBA)"
"2021","02","0009709","496.0000","Numero de Cirurgias Apresentadas"," HU Maria Aparecida Pedrossian (Humap-UFMS)"
"2021","02","0010510","730.0000","Numero de Cirurgias Apresentadas"," HU da Universidade de Brasília (HUB-UnB)"
"2021","02","0012505","171.0000","Numero de Cirurgias Apresentadas"," HU Antônio Pedro (HUAP-UFF)"
"2021","02","0027049","695.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Minas Gerais (HC-UFMG)"
"2021","02","2006197","397.0000","Numero de Cirurgias Apresentadas"," HU Professor Alberto Antunes (HUPAA-UFAL)"
"2021","02","2017644","125.0000","Numero de Cirurgias Apresentadas"," HU Getúlio Vargas (HUGV-UFAM)"
"2021","02","2146355","2186.0000","Numero de Cirurgias Apresentadas"," Hospital de Clínicas de Uberlândia (HC-UFU)"
"2021","02","2206595","604.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)"
"2021","02","2218798","140.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Juiz de Fora (HU-UFJF)"
"2021","02","2244306","1869.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Maria (HUSM-UFSM)"
"2021","02","2252694","165.0000","Numero de Cirurgias Apresentadas"," HE da Univ. Federal de Pelotas (HE-UFPel)"
"2021","02","2295415","272.0000","Numero de Cirurgias Apresentadas"," HU Gaffree e Guinle (HUGG-Unirio)"
"2021","02","2332981","149.0000","Numero de Cirurgias Apresentadas"," HU Joäo de Barros Barreto (HUJBB-UFPA)"
"2021","02","2338424","344.0000","Numero de Cirurgias Apresentadas"," HC da Universidade Federal de Goiás (HC-UFG)"
"2021","02","2384299","687.0000","Numero de Cirurgias Apresentadas"," Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)"
"2021","02","2400243","410.0000","Numero de Cirurgias Apresentadas"," HU Lauro Wanderley (HULW-UFPB)"
"2021","02","2409208","323.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Januário Cicco (Mejc-UFRN)"
"2021","02","2481286","358.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Assis Chateaubriand (Meac-UFC)"
"2021","02","2504502","71.0000","Numero de Cirurgias Apresentadas"," HU Júlio Maria Bandeira de Mello (HUJB-UFCG)"
"2021","02","2561492","294.0000","Numero de Cirurgias Apresentadas"," HU Walter Cantídio (HUWC-UFC)"
"2021","02","2653982","198.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Onofre Lopes (Huol-UFRN)"
"2021","02","2655411","131.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Júlio Müller (HUJM-UFMT)"
"2021","02","2676060","142.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Alcides Carneiro (HUAC-UFCG)"
"2021","02","2694751","101.0000","Numero de Cirurgias Apresentadas"," HU Bettina Ferro de Souza (HUBFS-UFPA)"
"2021","02","2707675","223.0000","Numero de Cirurgias Apresentadas"," HU Dr. Miguel Riet Correa Junior (HU-Furg)"
"2021","02","2710935","168.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal da Grande Dourados (HU-UFGD)"
"2021","02","2726653","698.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Maranhäo (HU-UFMA)"
"2021","02","3157245","297.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Catarina (HU-UFSC)"
"2021","02","3285391","471.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Piauí (HU-UFPI)"
"2021","02","4014111","138.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Ana Bezerra (Huab-UFRN)"
"2021","02","4044916","596.0000","Numero de Cirurgias Apresentadas"," HU Cassiano Antônio Moraes (Hucam-UFES)"
"2021","02","6042414","610.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Fed. Vale do S. Francisco (HU-Univasf)"
"2021","02","6568343","313.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário de Lagarto (HUL-UFS)"
"2021","03","0000396","398.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Pernambuco (HC-UFPE)"
"2021","03","0002534","220.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal de Sergipe (HU-UFS)"
"2021","03","0003816","385.0000","Numero de Cirurgias Apresentadas"," HU Professor Edgard Santos (Hupes-UFBA)"
"2021","03","0004731","100.0000","Numero de Cirurgias Apresentadas"," Maternidade Climério de Oliveira (MCO-UFBA)"
"2021","03","0009709","445.0000","Numero de Cirurgias Apresentadas"," HU Maria Aparecida Pedrossian (Humap-UFMS)"
"2021","03","0010510","1329.0000","Numero de Cirurgias Apresentadas"," HU da Universidade de Brasília (HUB-UnB)"
"2021","03","0012505","210.0000","Numero de Cirurgias Apresentadas"," HU Antônio Pedro (HUAP-UFF)"
"2021","03","0027049","541.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Minas Gerais (HC-UFMG)"
"2021","03","2006197","406.0000","Numero de Cirurgias Apresentadas"," HU Professor Alberto Antunes (HUPAA-UFAL)"
"2021","03","2017644","30.0000","Numero de Cirurgias Apresentadas"," HU Getúlio Vargas (HUGV-UFAM)"
"2021","03","2146355","2099.0000","Numero de Cirurgias Apresentadas"," Hospital de Clínicas de Uberlândia (HC-UFU)"
"2021","03","2206595","780.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)"
"2021","03","2218798","152.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Juiz de Fora (HU-UFJF)"
"2021","03","2244306","1682.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Maria (HUSM-UFSM)"
"2021","03","2252694","165.0000","Numero de Cirurgias Apresentadas"," HE da Univ. Federal de Pelotas (HE-UFPel)"
"2021","03","2295415","290.0000","Numero de Cirurgias Apresentadas"," HU Gaffree e Guinle (HUGG-Unirio)"
"2021","03","2332981","176.0000","Numero de Cirurgias Apresentadas"," HU Joäo de Barros Barreto (HUJBB-UFPA)"
"2021","03","2338424","589.0000","Numero de Cirurgias Apresentadas"," HC da Universidade Federal de Goiás (HC-UFG)"
"2021","03","2384299","808.0000","Numero de Cirurgias Apresentadas"," Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)"
"2021","03","2400243","382.0000","Numero de Cirurgias Apresentadas"," HU Lauro Wanderley (HULW-UFPB)"
"2021","03","2409208","324.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Januário Cicco (Mejc-UFRN)"
"2021","03","2481286","437.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Assis Chateaubriand (Meac-UFC)"
"2021","03","2504502","55.0000","Numero de Cirurgias Apresentadas"," HU Júlio Maria Bandeira de Mello (HUJB-UFCG)"
"2021","03","2561492","167.0000","Numero de Cirurgias Apresentadas"," HU Walter Cantídio (HUWC-UFC)"
"2021","03","2653982","406.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Onofre Lopes (Huol-UFRN)"
"2021","03","2655411","150.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Júlio Müller (HUJM-UFMT)"
"2021","03","2676060","167.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Alcides Carneiro (HUAC-UFCG)"
"2021","03","2694751","75.0000","Numero de Cirurgias Apresentadas"," HU Bettina Ferro de Souza (HUBFS-UFPA)"
"2021","03","2707675","113.0000","Numero de Cirurgias Apresentadas"," HU Dr. Miguel Riet Correa Junior (HU-Furg)"
"2021","03","2710935","271.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal da Grande Dourados (HU-UFGD)"
"2021","03","2726653","672.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Maranhäo (HU-UFMA)"
"2021","03","3157245","375.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Catarina (HU-UFSC)"
"2021","03","3285391","500.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Piauí (HU-UFPI)"
"2021","03","4014111","192.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Ana Bezerra (Huab-UFRN)"
"2021","03","4044916","548.0000","Numero de Cirurgias Apresentadas"," HU Cassiano Antônio Moraes (Hucam-UFES)"
"2021","03","6042414","766.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Fed. Vale do S. Francisco (HU-Univasf)"
"2021","03","6568343","226.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário de Lagarto (HUL-UFS)"
"2021","04","0000396","485.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Pernambuco (HC-UFPE)"
"2021","04","0002534","163.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal de Sergipe (HU-UFS)"
"2021","04","0003816","333.0000","Numero de Cirurgias Apresentadas"," HU Professor Edgard Santos (Hupes-UFBA)"
"2021","04","0004731","114.0000","Numero de Cirurgias Apresentadas"," Maternidade Climério de Oliveira (MCO-UFBA)"
"2021","04","0009709","469.0000","Numero de Cirurgias Apresentadas"," HU Maria Aparecida Pedrossian (Humap-UFMS)"
"2021","04","0010510","1070.0000","Numero de Cirurgias Apresentadas"," HU da Universidade de Brasília (HUB-UnB)"
"2021","04","0012505","195.0000","Numero de Cirurgias Apresentadas"," HU Antônio Pedro (HUAP-UFF)"
"2021","04","0027049","724.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Minas Gerais (HC-UFMG)"
"2021","04","2006197","286.0000","Numero de Cirurgias Apresentadas"," HU Professor Alberto Antunes (HUPAA-UFAL)"
"2021","04","2017644","91.0000","Numero de Cirurgias Apresentadas"," HU Getúlio Vargas (HUGV-UFAM)"
"2021","04","2146355","1913.0000","Numero de Cirurgias Apresentadas"," Hospital de Clínicas de Uberlândia (HC-UFU)"
"2021","04","2206595","676.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)"
"2021","04","2218798","143.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Juiz de Fora (HU-UFJF)"
"2021","04","2244306","2163.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Maria (HUSM-UFSM)"
"2021","04","2252694","107.0000","Numero de Cirurgias Apresentadas"," HE da Univ. Federal de Pelotas (HE-UFPel)"
"2021","04","2295415","192.0000","Numero de Cirurgias Apresentadas"," HU Gaffree e Guinle (HUGG-Unirio)"
"2021","04","2332981","87.0000","Numero de Cirurgias Apresentadas"," HU Joäo de Barros Barreto (HUJBB-UFPA)"
"2021","04","2338424","566.0000","Numero de Cirurgias Apresentadas"," HC da Universidade Federal de Goiás (HC-UFG)"
"2021","04","2384299","768.0000","Numero de Cirurgias Apresentadas"," Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)"
"2021","04","2400243","431.0000","Numero de Cirurgias Apresentadas"," HU Lauro Wanderley (HULW-UFPB)"
"2021","04","2409208","352.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Januário Cicco (Mejc-UFRN)"
"2021","04","2481286","494.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Assis Chateaubriand (Meac-UFC)"
"2021","04","2504502","84.0000","Numero de Cirurgias Apresentadas"," HU Júlio Maria Bandeira de Mello (HUJB-UFCG)"
"2021","04","2561492","173.0000","Numero de Cirurgias Apresentadas"," HU Walter Cantídio (HUWC-UFC)"
"2021","04","2653982","398.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Onofre Lopes (Huol-UFRN)"
"2021","04","2655411","143.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Júlio Müller (HUJM-UFMT)"
"2021","04","2676060","231.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Alcides Carneiro (HUAC-UFCG)"
"2021","04","2694751","78.0000","Numero de Cirurgias Apresentadas"," HU Bettina Ferro de Souza (HUBFS-UFPA)"
"2021","04","2707675","122.0000","Numero de Cirurgias Apresentadas"," HU Dr. Miguel Riet Correa Junior (HU-Furg)"
"2021","04","2710935","168.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal da Grande Dourados (HU-UFGD)"
"2021","04","2726653","763.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Maranhäo (HU-UFMA)"
"2021","04","3157245","427.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Catarina (HU-UFSC)"
"2021","04","3285391","318.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Piauí (HU-UFPI)"
"2021","04","4014111","221.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Ana Bezerra (Huab-UFRN)"
"2021","04","4044916","548.0000","Numero de Cirurgias Apresentadas"," HU Cassiano Antônio Moraes (Hucam-UFES)"
"2021","04","6042414","765.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Fed. Vale do S. Francisco (HU-Univasf)"
"2021","04","6568343","315.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário de Lagarto (HUL-UFS)"
"2021","05","0000396","504.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Pernambuco (HC-UFPE)"
"2021","05","0002534","199.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal de Sergipe (HU-UFS)"
"2021","05","0003816","192.0000","Numero de Cirurgias Apresentadas"," HU Professor Edgard Santos (Hupes-UFBA)"
"2021","05","0004731","123.0000","Numero de Cirurgias Apresentadas"," Maternidade Climério de Oliveira (MCO-UFBA)"
"2021","05","0009709","459.0000","Numero de Cirurgias Apresentadas"," HU Maria Aparecida Pedrossian (Humap-UFMS)"
"2021","05","0010510","1175.0000","Numero de Cirurgias Apresentadas"," HU da Universidade de Brasília (HUB-UnB)"
"2021","05","0012505","244.0000","Numero de Cirurgias Apresentadas"," HU Antônio Pedro (HUAP-UFF)"
"2021","05","0027049","451.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Minas Gerais (HC-UFMG)"
"2021","05","2006197","246.0000","Numero de Cirurgias Apresentadas"," HU Professor Alberto Antunes (HUPAA-UFAL)"
"2021","05","2017644","216.0000","Numero de Cirurgias Apresentadas"," HU Getúlio Vargas (HUGV-UFAM)"
"2021","05","2146355","1584.0000","Numero de Cirurgias Apresentadas"," Hospital de Clínicas de Uberlândia (HC-UFU)"
"2021","05","2206595","551.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)"
"2021","05","2218798","135.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Juiz de Fora (HU-UFJF)"
"2021","05","2244306","1662.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Maria (HUSM-UFSM)"
"2021","05","2252694","171.0000","Numero de Cirurgias Apresentadas"," HE da Univ. Federal de Pelotas (HE-UFPel)"
"2021","05","2295415","157.0000","Numero de Cirurgias Apresentadas"," HU Gaffree e Guinle (HUGG-Unirio)"
"2021","05","2332981","95.0000","Numero de Cirurgias Apresentadas"," HU Joäo de Barros Barreto (HUJBB-UFPA)"
"2021","05","2338424","444.0000","Numero de Cirurgias Apresentadas"," HC da Universidade Federal de Goiás (HC-UFG)"
"2021","05","2384299","564.0000","Numero de Cirurgias Apresentadas"," Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)"
"2021","05","2400243","314.0000","Numero de Cirurgias Apresentadas"," HU Lauro Wanderley (HULW-UFPB)"
"2021","05","2409208","332.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Januário Cicco (Mejc-UFRN)"
"2021","05","2481286","511.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Assis Chateaubriand (Meac-UFC)"
"2021","05","2504502","35.0000","Numero de Cirurgias Apresentadas"," HU Júlio Maria Bandeira de Mello (HUJB-UFCG)"
"2021","05","2561492","220.0000","Numero de Cirurgias Apresentadas"," HU Walter Cantídio (HUWC-UFC)"
"2021","05","2653982","225.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Onofre Lopes (Huol-UFRN)"
"2021","05","2655411","149.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Júlio Müller (HUJM-UFMT)"
"2021","05","2676060","221.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Alcides Carneiro (HUAC-UFCG)"
"2021","05","2694751","83.0000","Numero de Cirurgias Apresentadas"," HU Bettina Ferro de Souza (HUBFS-UFPA)"
"2021","05","2707675","244.0000","Numero de Cirurgias Apresentadas"," HU Dr. Miguel Riet Correa Junior (HU-Furg)"
"2021","05","2710935","239.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal da Grande Dourados (HU-UFGD)"
"2021","05","2726653","756.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Maranhäo (HU-UFMA)"
"2021","05","3157245","388.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Catarina (HU-UFSC)"
"2021","05","3285391","232.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Piauí (HU-UFPI)"
"2021","05","4014111","243.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Ana Bezerra (Huab-UFRN)"
"2021","05","4044916","617.0000","Numero de Cirurgias Apresentadas"," HU Cassiano Antônio Moraes (Hucam-UFES)"
"2021","05","6042414","307.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Fed. Vale do S. Francisco (HU-Univasf)"
"2021","05","6568343","679.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário de Lagarto (HUL-UFS)"
"2021","06","0000396","748.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Pernambuco (HC-UFPE)"
"2021","06","0002534","112.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal de Sergipe (HU-UFS)"
"2021","06","0003816","202.0000","Numero de Cirurgias Apresentadas"," HU Professor Edgard Santos (Hupes-UFBA)"
"2021","06","0004731","62.0000","Numero de Cirurgias Apresentadas"," Maternidade Climério de Oliveira (MCO-UFBA)"
"2021","06","0009709","420.0000","Numero de Cirurgias Apresentadas"," HU Maria Aparecida Pedrossian (Humap-UFMS)"
"2021","06","0010510","1281.0000","Numero de Cirurgias Apresentadas"," HU da Universidade de Brasília (HUB-UnB)"
"2021","06","0012505","273.0000","Numero de Cirurgias Apresentadas"," HU Antônio Pedro (HUAP-UFF)"
"2021","06","0027049","597.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Minas Gerais (HC-UFMG)"
"2021","06","2006197","263.0000","Numero de Cirurgias Apresentadas"," HU Professor Alberto Antunes (HUPAA-UFAL)"
"2021","06","2017644","238.0000","Numero de Cirurgias Apresentadas"," HU Getúlio Vargas (HUGV-UFAM)"
"2021","06","2146355","1679.0000","Numero de Cirurgias Apresentadas"," Hospital de Clínicas de Uberlândia (HC-UFU)"
"2021","06","2206595","542.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)"
"2021","06","2218798","168.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Juiz de Fora (HU-UFJF)"
"2021","06","2244306","2029.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Maria (HUSM-UFSM)"
"2021","06","2252694","207.0000","Numero de Cirurgias Apresentadas"," HE da Univ. Federal de Pelotas (HE-UFPel)"
"2021","06","2295415","489.0000","Numero de Cirurgias Apresentadas"," HU Gaffree e Guinle (HUGG-Unirio)"
"2021","06","2332981","163.0000","Numero de Cirurgias Apresentadas"," HU Joäo de Barros Barreto (HUJBB-UFPA)"
"2021","06","2338424","519.0000","Numero de Cirurgias Apresentadas"," HC da Universidade Federal de Goiás (HC-UFG)"
"2021","06","2384299","801.0000","Numero de Cirurgias Apresentadas"," Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)"
"2021","06","2400243","450.0000","Numero de Cirurgias Apresentadas"," HU Lauro Wanderley (HULW-UFPB)"
"2021","06","2409208","436.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Januário Cicco (Mejc-UFRN)"
"2021","06","2481286","529.0000","Numero de Cirurgias Apresentadas"," Maternidade Escola Assis Chateaubriand (Meac-UFC)"
"2021","06","2504502","55.0000","Numero de Cirurgias Apresentadas"," HU Júlio Maria Bandeira de Mello (HUJB-UFCG)"
"2021","06","2561492","295.0000","Numero de Cirurgias Apresentadas"," HU Walter Cantídio (HUWC-UFC)"
"2021","06","2653982","230.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Onofre Lopes (Huol-UFRN)"
"2021","06","2655411","143.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Júlio Müller (HUJM-UFMT)"
"2021","06","2676060","218.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Alcides Carneiro (HUAC-UFCG)"
"2021","06","2694751","66.0000","Numero de Cirurgias Apresentadas"," HU Bettina Ferro de Souza (HUBFS-UFPA)"
"2021","06","2707675","133.0000","Numero de Cirurgias Apresentadas"," HU Dr. Miguel Riet Correa Junior (HU-Furg)"
"2021","06","2710935","191.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal da Grande Dourados (HU-UFGD)"
"2021","06","2726653","810.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Maranhäo (HU-UFMA)"
"2021","06","3157245","397.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Federal de Santa Catarina (HU-UFSC)"
"2021","06","3285391","352.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal do Piauí (HU-UFPI)"
"2021","06","4014111","244.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário Ana Bezerra (Huab-UFRN)"
"2021","06","4044916","598.0000","Numero de Cirurgias Apresentadas"," HU Cassiano Antônio Moraes (Hucam-UFES)"
"2021","06","6042414","468.0000","Numero de Cirurgias Apresentadas"," HU da Univ. Fed. Vale do S. Francisco (HU-Univasf)"
"2021","06","6568343","389.0000","Numero de Cirurgias Apresentadas"," Hospital Universitário de Lagarto (HUL-UFS)"
"2021","07","0000396","715.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Pernambuco (HC-UFPE)"
"2021","07","0002534","153.0000","Numero de Cirurgias Apresentadas"," HU da Universidade Federal de Sergipe (HU-UFS)"
"2021","07","0003816","392.0000","Numero de Cirurgias Apresentadas"," HU Professor Edgard Santos (Hupes-UFBA)"
"2021","07","0004731","99.0000","Numero de Cirurgias Apresentadas"," Maternidade Climério de Oliveira (MCO-UFBA)"
"2021","07","0009709","400.0000","Numero de Cirurgias Apresentadas"," HU Maria Aparecida Pedrossian (Humap-UFMS)"
"2021","07","0010510","1844.0000","Numero de Cirurgias Apresentadas"," HU da Universidade de Brasília (HUB-UnB)"
"2021","07","0012505","257.0000","Numero de Cirurgias Apresentadas"," HU Antônio Pedro (HUAP-UFF)"
"2021","07","0027049","625.0000","Numero de Cirurgias Apresentadas"," HC da Univ. Federal de Minas Gerais (HC-UFMG)"
